,Date,close,volume,ttm_net_eps,pe_ratio,ttm_sales_per_share,book_value_per_share,ttm_fcf_per_share,current_assets,current_ratio,current_assets___inventory,quick_ratio,total_liabilities,debt_to_equity_ratio,return_on_equity,return_on_assets,tangible_equity,return_on_tangible_equity,current_liabilities,shareholder's_equity,ttm_net_income,cash_on_hand,total_share_holder_equity,revenue,gross_profit,operating_income,ebitda,net_income,eps_earnings_per_share_diluted,ps_ratio,pb_ratio,pfcf_ratio,total_assets,Industry,Ticker,pe_ratio_industry_avg
487,2013-06-30,27.34181302875,55453800.0,1.95,12.24102564,8.98,9.19,5.05,93.52,2.93,91.39,2.86,57.42,0.75,23.07,12.97,58.77,30.67,31.93,76.69,16.41,74483.0,76688.0,20489.0,15702.0,7612.0,8665.0,6055.0,0.72,2.658129176,2.597388466,4.726732673,134.11,Tech,MSFT,13.037056384638394
488,2013-09-30,27.64499121921875,65386164.0625,2.6,11.16153846,9.21,9.48,2.9,101.47,2.71,99.53,2.66,63.49,0.8,29.44,16.59,61.21,38.79,37.42,78.94,21.86,77022.0,78944.0,19896.0,14158.0,6073.0,7056.0,4965.0,0.57,3.15092291,3.061181435,10.00689655,142.43,Tech,MSFT,13.207878474062499
489,2013-12-31,30.73265802828125,54737726.5625,2.68,10.50746269,8.76,9.78,3.45,99.45,2.87,96.84,2.8,60.71,0.74,29.23,16.54,63.99,37.98,34.62,81.64,22.64,80672.0,81641.0,18529.0,13384.0,6334.0,7288.0,5244.0,0.62,3.214611872,2.879345603,8.162318841,142.35,Tech,MSFT,14.194664614375
490,2014-03-31,32.00786740688525,16736109.836065574,2.85,11.18947368,10.24,10.25,0.22,106.87,3.17,105.28,3.12,68.44,0.8,28.32,15.95,67.48,36.31,33.74,85.1,22.82,83944.0,85100.0,24519.0,16197.0,7969.0,9230.0,6558.0,0.78,3.114257813,3.111219512,144.9545455,153.54,Tech,MSFT,16.71653415918033
491,2014-06-30,34.773002624285716,43967419.047619045,2.77,12.71119134,10.14,10.58,0.83,109.01,3.22,107.09,3.16,68.7,0.79,26.93,15.09,69.77,34.18,33.9,87.42,22.43,88425.0,87424.0,20403.0,14425.0,6974.0,8229.0,5660.0,0.68,3.472386588,3.327977316,42.42168675,156.12,Tech,MSFT,18.624235277142855
492,2014-09-30,38.56419861296875,73881421.875,2.6,13.86923077,10.49,10.9,0.79,114.25,2.5,111.59,2.45,82.6,0.92,25.67,14.14,62.68,33.46,45.63,89.78,22.07,85709.0,89784.0,23382.0,15749.0,6482.0,8224.0,4612.0,0.55,3.437559581,3.308256881,45.64556962,172.38,Tech,MSFT,21.058743583214287
493,2014-12-31,40.83255106203125,25939339.0625,2.55,15.81960784,10.92,10.92,1.16,112.44,2.52,109.3,2.45,79.49,0.88,24.25,13.12,63.4,32.46,44.69,90.17,21.37,89193.0,90170.0,23201.0,14928.0,5844.0,7272.0,4540.0,0.54,3.694139194,3.694139194,34.77586207,169.66,Tech,MSFT,24.680436234754463
494,2015-03-31,38.131760456229514,16690683.606557377,2.48,16.40322581,11.19,11.18,3.26,116.36,2.45,114.31,2.41,82.97,0.9,23.02,12.29,62.73,31.98,47.42,91.88,20.68,90249.0,91879.0,26470.0,16334.0,7776.0,9297.0,5863.0,0.71,3.63538874,3.638640429,12.47852761,174.85,Tech,MSFT,22.099921082388757
495,2015-06-30,40.23345160111111,35034334.92063492,2.41,14.87966805,11.39,11.11,3.26,118.4,2.91,115.93,2.85,86.55,0.96,22.1,11.53,61.44,31.97,40.75,90.13,20.0,95438.0,90132.0,21729.0,14568.0,6594.0,8109.0,4985.0,0.61,3.148375768,3.227722772,11.0,176.68,Tech,MSFT,20.490165350226757
496,2015-09-30,39.85082912375,34061104.6875,1.46,26.84246575,11.29,9.98,2.87,122.8,2.47,119.9,2.42,94.39,1.18,13.85,7.01,58.31,19.84,49.65,80.08,12.19,96526.0,80083.0,22180.0,14712.0,-2053.0,6938.0,-3195.0,-0.38,3.471213463,3.926853707,13.65505226,174.47,Tech,MSFT,20.545128808772322
497,2015-12-31,47.02228152765625,32590801.5625,1.49,26.5033557,11.04,9.7,2.96,121.66,2.46,117.84,2.39,95.45,1.23,14.79,7.19,55.56,21.1,49.4,77.45,12.56,99355.0,77445.0,20379.0,13172.0,5793.0,7254.0,4902.0,0.61,3.576992754,4.071134021,13.34121622,172.9,Tech,MSFT,19.814108798794642
498,2016-03-31,47.17702421639344,21725873.770491805,1.4,35.65,10.8,9.69,3.06,127.81,3.0,125.11,2.93,103.32,1.35,14.44,6.65,54.73,20.36,42.64,76.78,11.71,102640.0,76780.0,23796.0,13924.0,6026.0,7570.0,5018.0,0.62,4.621296296,5.150670795,16.31045752,180.1,Tech,MSFT,21.953524911522248
499,2016-06-30,47.08440399171875,23137920.3125,1.26,39.70634921,10.73,9.51,3.01,128.42,2.9,125.97,2.84,107.06,1.43,13.56,5.91,52.4,18.97,44.35,74.81,10.48,105552.0,74806.0,20531.0,12809.0,5283.0,6990.0,3756.0,0.47,4.662628145,5.260778128,16.62126246,181.87,Tech,MSFT,39.68499582171875
500,2016-09-30,51.495273946875,31212742.1875,2.05,22.77560976,11.35,9.22,3.12,139.66,2.35,137.41,2.32,121.47,1.69,27.29,11.28,50.39,38.56,59.36,72.0,20.54,113240.0,71997.0,26448.0,18469.0,8976.0,11516.0,6863.0,0.86,4.113656388,5.063991323,14.96474359,193.47,Tech,MSFT,12.27776882888393
501,2016-12-31,55.22560143825397,25463500.0,2.08,25.42307692,11.61,9.04,3.38,157.91,2.69,154.79,2.63,142.15,2.02,28.99,11.1,48.94,41.28,58.81,70.37,21.3,136932.0,70372.0,21928.0,14084.0,6715.0,8531.0,5667.0,0.72,4.554694229,5.849557522,15.64497041,212.52,Tech,MSFT,12.882915427142859
502,2017-03-31,59.225268949032255,25411237.096774194,2.12,27.08962264,11.95,8.9,3.49,144.95,2.05,142.99,2.02,155.8,2.26,31.54,11.1,23.28,51.54,70.79,68.81,22.55,122781.0,68809.0,25826.0,15925.0,7905.0,10071.0,6267.0,0.8,4.805857741,6.452808989,16.45558739,224.61,Tech,MSFT,20.772507377119815
503,2017-06-30,63.81321026,15341782.53968254,2.26,27.09734513,12.35,9.03,3.62,146.31,2.81,144.33,2.78,155.29,2.23,34.58,11.35,24.51,66.02,52.01,69.73,24.28,126018.0,69729.0,23212.0,15152.0,6723.0,9176.0,5486.0,0.7,4.958704453,6.781838317,16.91712707,225.02,Tech,MSFT,21.601978456349208
504,2017-09-30,68.27399456698411,28918700.0,2.7,23.87037037,12.32,11.38,4.01,162.7,2.92,160.52,2.88,162.6,1.85,34.37,11.17,42.48,73.23,55.75,87.71,25.49,132981.0,87711.0,25605.0,17149.0,7682.0,10025.0,8069.0,1.03,5.231331169,5.66344464,16.0723192,250.31,Tech,MSFT,38.8605272271882
505,2017-12-31,77.05830359142857,17079100.0,2.94,23.81632653,12.68,11.61,4.14,161.03,3.12,157.82,3.06,159.45,1.78,33.43,11.13,44.66,78.25,51.62,89.65,26.4,138471.0,89647.0,24538.0,16260.0,7708.0,10207.0,6576.0,0.84,5.522082019,6.031007752,16.91304348,249.1,Tech,MSFT,35.8339719884127
506,2018-03-31,86.32866068360656,18717400.0,1.46,55.34931507,13.14,10.17,4.28,167.63,2.89,165.63,2.85,177.64,2.27,17.0,5.64,33.97,37.98,58.1,78.36,13.83,142780.0,78360.0,28918.0,17854.0,8679.0,11215.0,-6302.0,-0.82,6.149923896,7.945919371,18.88084112,256.0,Tech,MSFT,24.8426470306089
507,2018-06-30,91.9043041465625,45867500.0,1.8,48.12777778,13.61,10.3,4.29,156.66,3.4,154.58,3.35,166.26,2.1,18.83,6.3,35.11,40.37,46.13,79.24,15.77,132270.0,79239.0,26819.0,17550.0,8292.0,11002.0,7424.0,0.95,6.365172667,8.410679612,20.19347319,245.5,Tech,MSFT,11.917265570111612
508,2018-09-30,103.21895502587302,28053200.0,2.11,44.54976303,14.2,10.77,4.14,169.66,2.9,167.0,2.86,176.13,2.13,20.09,6.57,38.98,43.4,58.49,82.72,16.57,133768.0,82718.0,30085.0,20343.0,10379.0,12895.0,8873.0,1.16,6.61971831,8.727948004,22.70531401,258.85,Tech,MSFT,73.4921667322449
509,2018-12-31,102.3940011852381,21910474.603174604,2.41,45.41078838,14.8,11.19,4.11,164.2,2.92,160.58,2.85,171.65,2.0,23.07,7.39,42.53,49.98,56.28,85.97,18.82,135880.0,85967.0,29084.0,19179.0,9955.0,12792.0,8824.0,1.14,7.394594595,9.780160858,26.62773723,257.62,Tech,MSFT,66.57084151247166
510,2019-03-31,104.73669358442623,38196300.0,4.31,22.64965197,15.23,11.99,4.08,156.87,3.12,154.91,3.08,166.73,1.81,39.45,13.14,42.07,84.54,50.32,92.13,33.54,127662.0,92128.0,32471.0,20048.0,10258.0,13253.0,8420.0,1.08,6.409717663,8.141784821,23.92647059,258.86,Tech,MSFT,25.93899239042155
511,2019-06-30,122.37984926507937,25399800.0,4.5,25.29777778,15.73,12.37,4.34,159.89,2.97,157.94,2.93,168.42,1.78,39.28,13.45,44.9,82.92,53.86,94.86,34.93,131618.0,94864.0,30571.0,20401.0,10341.0,13267.0,8809.0,1.14,7.23712651,9.202910267,26.23041475,263.28,Tech,MSFT,22.966495834603176
512,2019-09-30,133.0202752390625,29924792.1875,5.07,25.59763314,16.22,13.39,4.93,175.55,2.53,173.49,2.5,184.23,1.8,41.82,14.72,52.55,86.22,69.42,102.33,39.24,133819.0,102330.0,33717.0,23305.0,12405.0,15329.0,13187.0,1.7,8.001233046,9.692307692,26.32454361,286.56,Tech,MSFT,29.121812205848215
513,2019-12-31,142.5557661046875,22381929.6875,5.31,25.3653484,16.76,13.89,4.99,165.9,2.85,163.27,2.81,172.89,1.63,41.57,15.11,56.44,83.88,58.12,106.06,41.09,136636.0,106061.0,33055.0,22649.0,12686.0,15657.0,10678.0,1.38,8.036396181,9.696904248,26.99198397,278.96,Tech,MSFT,28.44531543238839
514,2020-03-31,160.07729561451615,17107624.19354839,5.74,26.70731707,17.38,14.47,5.26,167.07,2.8,165.25,2.77,172.69,1.57,42.89,15.95,60.74,82.6,59.64,110.11,44.32,134253.0,110109.0,36906.0,24548.0,13891.0,17094.0,11649.0,1.51,8.820483314,10.594333100000002,29.14448669,282.79,Tech,MSFT,27.36534848921659
515,2020-06-30,177.1952500111111,62837463.49206349,6.0,25.62,18.0,15.09,5.63,170.51,2.9,168.86,2.88,170.95,1.49,42.74,16.32,65.58,78.65,58.71,114.5,46.27,137626.0,114501.0,35021.0,24046.0,12975.0,16093.0,10752.0,1.4,8.54,10.18687873,27.30373002,285.45,Tech,MSFT,27.945420808639458
516,2020-09-30,205.5534133890625,26662854.6875,7.08,28.09463277,20.3,15.63,8.61,181.92,2.52,180.02,2.49,183.01,1.55,39.45,15.42,67.92,70.66,72.31,118.3,44.28,136527.0,118304.0,38033.0,25694.0,13407.0,16911.0,11202.0,1.47,9.798522167,12.72616763,23.10220674,301.31,Tech,MSFT,33.39186037660714
517,2020-12-31,210.9662082234375,24160187.5,7.39,27.88633288,20.37,16.31,9.57,177.08,2.53,174.37,2.49,177.61,1.44,40.74,16.23,72.58,71.21,70.06,123.39,47.5,137977.0,123392.0,37154.0,26152.0,15876.0,18521.0,13893.0,1.82,10.11683849,12.63519313,21.53396029,301.0,Tech,MSFT,36.95117518714285
518,2021-03-31,228.2263526295082,20346393.442622952,8.02,27.24438903,21.46,17.26,8.88,173.97,2.58,172.05,2.55,173.9,1.34,42.19,17.22,79.46,71.88,67.49,130.24,51.31,131968.0,130236.0,43076.0,28882.0,17897.0,20658.0,15463.0,2.03,10.18173346,12.65932793,24.60585586,304.14,Tech,MSFT,36.797005663536304
519,2021-06-30,250.58204045555556,24714949.206349205,7.34,31.6280654,20.96,17.85,8.66,165.61,2.29,163.37,2.26,174.37,1.3,44.24,18.44,76.68,75.53,72.19,134.51,56.02,125407.0,134505.0,41706.0,28661.0,17048.0,19984.0,15457.0,2.03,11.07585878,13.00560224,26.80715935,308.88,Tech,MSFT,35.19492622011337
520,2021-09-30,287.446013453125,20038048.4375,8.05,33.21118012,22.08,18.88,7.38,184.41,2.08,181.77,2.05,191.79,1.35,46.23,19.64,84.48,78.25,88.66,141.99,61.27,130334.0,141988.0,46152.0,32161.0,19095.0,22439.0,16458.0,2.17,12.10824275,14.16048729,36.22628726,333.78,Tech,MSFT,34.239183807455355
521,2021-12-31,320.9066910765625,26191837.5,7.0,39.82285714,19.64,20.24,6.55,174.33,2.17,170.92,2.12,183.44,1.21,48.6,21.18,93.73,81.21,80.53,151.98,67.88,130615.0,151978.0,45317.0,31671.0,20238.0,23450.0,20505.0,2.71,14.19348269,13.77272727,42.55877863,335.42,Tech,MSFT,35.77078301071429
522,2022-03-31,298.36295688064513,16190775.806451613,8.71,38.25028703,24.06,21.33,1.73,174.19,2.25,171.17,2.21,180.38,1.13,48.39,21.6,101.63,79.87,77.51,160.01,71.19,125369.0,160010.0,51728.0,34768.0,22247.0,25743.0,18765.0,2.48,13.84704904,15.61931552,192.5780347,340.39,Tech,MSFT,35.481386242096775
523,2022-06-30,269.9629389065574,28163600.0,8.9,34.38764045,24.95,21.77,3.3,153.92,1.99,150.63,1.95,181.68,1.12,46.98,21.4,84.21,79.61,77.44,162.92,72.46,104693.0,162924.0,49360.0,33745.0,20364.0,24137.0,16728.0,2.22,12.26653307,14.05833716,92.74242424,344.61,Tech,MSFT,31.044403602646366
524,2009-03-31,3.200220823,570080000.0,0.254001084,19.77562455,1.480120072,0.97,0.601255531,33.85,2.46,33.54,2.44,18.93,0.78,30.04937758,17.33324152,30.77378411,30.59703758,13.75,24.31,7.436799781,24503.36078,24058.62635,11804.58955,4728.64388,3431.931706,3593.406668,2457.580154,0.104447713,3.493669364,4.516931444,12.66154527,50.6094309,Tech,AAPL,10.749064623333334
525,2009-06-30,3.939794143079365,541076000.0,0.254001084,19.77562455,1.480120072,0.97,0.601255531,33.85,2.46,33.54,2.44,18.93,0.78,30.04937758,17.33324152,30.77378411,30.59703758,13.75,24.31,7.436799781,24503.36078,24058.62635,11804.58955,4728.64388,3431.931706,3593.406668,2457.580154,0.104447713,3.493669364,4.516931444,12.66154527,50.6094309,Tech,AAPL,9.925217736084656
526,2009-09-30,4.9995877966875,564143650.0,0.263197216,19.82912927,1.578903917,1.03,0.585512975,35.17,2.11,34.79,2.09,22.25,0.86,30.5147181,17.72148393,31.94844399,31.04926343,16.66,25.89,7.738038169,24222.0,25888.0,9734.0,3983.0,2632.0,2814.0,1828.0,0.07,3.47783361,4.539128129,11.90795891,51.38654674,Tech,AAPL,10.750565782700892
527,2009-12-31,6.0057833716875,346427768.75,0.280142731,20.22773303,1.694692502,1.26,0.591119887,31.56,2.74,31.1,2.7,15.86,0.5,31.11747089,18.38611339,33.31339534,31.64162421,11.51,31.64,8.346768992,23464.0,31640.0,12207.0,5105.0,3684.0,3887.0,2532.0,0.1,3.491656294,4.52626365,11.53342431,52.72863606,Tech,AAPL,12.34351059642857
528,2010-03-31,6.4191656503442625,413973344.26229507,0.31,20.67741935,1.83,1.41,0.56,33.33,2.55,32.76,2.5,18.16,0.51,31.83,19.41,35.27,32.35,13.1,35.77,9.36,24796.0,35768.0,15683.0,6411.0,4725.0,4934.0,3378.0,0.13,3.50273224,4.546099291,11.44642857,53.93,Tech,AAPL,6.3789988548243555
529,2010-06-30,7.755142098365079,536929600.0,0.36,19.83333333,1.99,1.54,0.47,32.34,2.64,31.7,2.59,17.71,0.45,32.6,20.93,38.61,33.14,12.23,39.35,10.81,23155.0,39348.0,13499.0,5625.0,3979.0,4195.0,3074.0,0.12,3.587939698,4.636363636,15.19148936,57.06,Tech,AAPL,13.564409705986392
530,2010-09-30,7.91242119671875,1122974475.0,0.44,17.38636364,2.22,1.69,0.55,36.03,2.31,35.09,2.25,21.61,0.5,32.66,21.93,42.08,33.27,15.61,43.11,12.24,24288.0,43111.0,15700.0,6136.0,4234.0,4507.0,3253.0,0.13,3.445945946,4.526627219,13.90909091,64.73,Tech,AAPL,16.43179480825893
531,2010-12-31,9.482986748203125,464766662.5,0.54,15.98148148,2.52,1.86,0.64,41.68,2.01,40.63,1.96,27.39,0.57,33.76,22.34,46.71,34.46,20.72,47.79,14.01,25620.0,47791.0,20343.0,7512.0,5447.0,5776.0,4308.0,0.17,3.424603175,4.639784946,13.484375,75.18,Tech,AAPL,16.303711252709824
532,2011-03-31,10.523805710822579,160267167.7419355,0.64,15.328125,2.94,2.12,0.76,43.93,1.85,43.04,1.81,32.08,0.59,35.99,23.46,53.4,36.81,23.8,54.67,16.64,26977.0,54666.0,26741.0,10298.0,7827.0,8183.0,6004.0,0.23,3.336734694,4.627358491,12.90789474,86.74,Tech,AAPL,19.201404258497696
533,2011-06-30,10.278101103492064,329773288.8888889,0.75,14.13333333,3.36,2.37,0.89,47.0,1.93,46.07,1.89,33.43,0.54,37.77,24.32,60.23,38.64,24.33,61.48,19.55,29234.0,61477.0,24667.0,10218.0,7874.0,8308.0,5987.0,0.23,3.154761905,4.47257384,11.91011236,94.9,Tech,AAPL,18.895141278165532
534,2011-09-30,11.5840639621875,357209912.5,0.9,11.33333333,3.84,2.67,1.12,46.9,1.75,46.01,1.71,37.42,0.54,40.48,25.97,67.43,41.46,26.86,69.34,23.61,28395.0,69343.0,28571.0,11922.0,9379.0,9860.0,7308.0,0.28,2.65625,3.820224719,9.107142857,106.76,Tech,AAPL,13.946694780799106
535,2011-12-31,11.923456086190477,651086800.0,0.99,11.70707071,4.13,2.94,1.27,44.99,1.61,44.21,1.58,39.76,0.52,39.56,25.62,72.18,40.94,27.97,76.62,25.92,25952.0,76615.0,28270.0,11380.0,8710.0,9253.0,6623.0,0.25,2.8062954,3.942176871,9.125984252,116.37,Tech,AAPL,12.214564844904762
536,2012-03-31,15.333775058387097,179662000.0,1.25,9.848,4.86,3.45,1.56,54.77,1.58,53.54,1.55,48.63,0.54,44.35,28.89,85.69,46.2,34.61,90.05,32.98,30156.0,90054.0,46333.0,20703.0,17340.0,18061.0,13064.0,0.5,2.532921811,3.568115942,7.891025641,138.68,Tech,AAPL,12.711241496451615
537,2012-06-30,17.690415094603175,731038000.0,1.46,12.48630137,5.4,3.92,1.82,50.71,1.58,49.61,1.55,48.44,0.47,45.63,30.13,97.75,47.81,32.04,102.5,38.62,28538.0,102498.0,39186.0,18564.0,15384.0,16124.0,11622.0,0.44,3.375925926,4.650510204,10.01648352,150.93,Tech,AAPL,12.976234404861676
538,2012-09-30,19.550255457460317,421500800.0,1.52,11.67763158,5.64,4.26,1.73,51.94,1.57,50.82,1.54,51.15,0.46,42.14,28.22,106.29,44.36,33.06,111.75,40.13,27654.0,111746.0,35023.0,14994.0,11573.0,12408.0,8824.0,0.33,3.147163121,4.166666667,10.26011561,162.9,Tech,AAPL,12.971409531900225
539,2012-12-31,17.710058596774193,532194148.38709676,1.58,12.89240506,5.92,4.5,1.61,57.65,1.5,56.86,1.48,57.85,0.49,39.51,26.56,112.85,41.47,38.54,118.21,41.73,29129.0,118210.0,35966.0,14401.0,10944.0,11925.0,8223.0,0.31,3.440878378,4.526666667,12.65217391,176.06,Tech,AAPL,14.09743102362903
540,2013-03-31,14.364862442333333,354278400.0,1.5800000000000003,10.33544304,6.22,4.84,1.79,72.35,1.54,70.89,1.51,68.74,0.5400000000000001,36.32,24.34,121.5,38.09,46.88,127.35,41.75,39820.0,127346.0,54512.0,21060.0,17210.0,18798.0,13078.0,0.49,2.625401929,3.373966942,9.122905028,196.09,Tech,AAPL,12.844577881869048
541,2013-06-30,13.35676889109375,442839600.0,1.5,9.106666667,6.38,5.15,1.71,63.34,1.78,62.09,1.75,59.25,0.44,32.2,21.74,129.95,33.72,35.51,135.49,39.67,39137.0,135490.0,43603.0,16349.0,12558.0,14250.0,9547.0,0.36,2.141065831,2.652427184,7.988304094,194.74,Tech,AAPL,13.037056384638394
542,2013-09-30,14.494389384375,573040212.5,1.43,8.608391608,6.43,4.85,1.67,68.22,1.88,66.52,1.83,76.5,0.62,29.93,19.69,117.48,31.34,36.32,123.35,37.75,42606.0,123354.0,35323.0,13024.0,9201.0,10895.0,6900.0,0.27,1.914463453,2.53814433,7.371257485,199.86,Tech,AAPL,13.207878474062499
543,2013-12-31,16.61729684421875,228440231.25,1.42,10.49295775,6.5,4.91,1.74,73.29,1.68,71.52,1.64,83.45,0.68,29.06,18.57,117.79,30.44,43.66,123.55,37.04,40546.0,123549.0,37472.0,13871.0,10030.0,11813.0,7512.0,0.3,2.292307692,3.034623218,8.563218391,207.0,Tech,AAPL,14.194664614375
544,2014-03-31,16.830083080983606,252759672.13114753,1.44,12.25,6.73,5.19,1.77,80.35,1.49,78.23,1.46,95.5,0.74,28.93,17.92,123.56,30.3,53.77,129.68,37.03,40711.0,129684.0,57594.0,21846.0,17463.0,19607.0,13072.0,0.52,2.621099554,3.398843931,9.966101695000003,225.18,Tech,AAPL,16.71653415918033
545,2014-06-30,18.93717665873016,201445777.7777778,1.49,11.39597315,6.94,4.98,1.88,70.54,1.63,68.71,1.59,85.81,0.71,30.36,18.0,114.2,31.89,43.21,120.18,37.71,41350.0,120179.0,45646.0,17947.0,13593.0,15480.0,10223.0,0.42,2.446685879,3.409638554,9.031914894,205.99,Tech,AAPL,18.624235277142855
546,2014-09-30,21.9518798590625,255224581.25,1.55,13.3483871,7.12,5.05,1.98,67.95,1.47,66.36,1.44,101.58,0.84,31.2,17.92,114.8,32.79,46.21,120.94,38.56,37805.0,120940.0,37432.0,14735.0,10282.0,12228.0,7748.0,0.32,2.905898876,4.097029703,10.44949495,222.52,Tech,AAPL,21.058743583214287
547,2014-12-31,24.448245971875,197822400.0,1.61,14.0,7.4,4.75,2.05,68.53,1.08,66.42,1.05,120.29,1.08,32.76,17.85,102.79,34.71,63.45,111.55,39.51,25077.0,111547.0,42123.0,16009.0,11165.0,13134.0,8467.0,0.36,3.045945946,4.745263158,10.99512195,231.84,Tech,AAPL,24.680436234754463
548,2015-03-31,27.249057550819675,120655062.29508197,1.86,13.33870968,8.29,5.29,2.52,83.4,1.13,81.12,1.1,138.57,1.12,37.36,19.28,114.33,39.87,73.61,123.33,44.46,32463.0,123328.0,74599.0,29741.0,24246.0,26821.0,18024.0,0.77,2.992762364,4.689981096,9.845238095,261.89,Tech,AAPL,22.099921082388757
549,2015-06-30,28.977401794603175,188529701.58730158,2.02,13.8960396,8.92,5.6,2.74,67.89,1.16,65.5,1.12,132.19,1.03,39.44,19.56,120.23,42.29,58.73,129.01,47.81,33096.0,129006.0,58010.0,23656.0,18278.0,20757.0,13569.0,0.58,3.146860987,5.0125,10.24452555,261.19,Tech,AAPL,20.490165350226757
550,2015-09-30,26.68302103828125,198158350.0,2.17,13.09677419,9.52,5.51,2.97,70.95,1.09,68.91,1.06,147.47,1.17,41.46,19.74,116.85,44.68,65.29,125.68,50.74,34703.0,125677.0,49605.0,19681.0,14083.0,17167.0,10677.0,0.46,2.985294118,5.157894737,9.569023569,273.15,Tech,AAPL,20.545128808772322
551,2015-12-31,26.1161576215625,290452125.0,2.3,10.87826087,10.03,5.35,3.02,89.38,1.11,87.03,1.08,170.99,1.43,42.94,19.66,110.35,46.25,80.61,119.36,53.39,41601.0,119355.0,51501.0,20548.0,14623.0,17742.0,11124.0,0.5,2.494516451,4.676635514,8.284768212,290.35,Tech,AAPL,19.814108798794642
552,2016-03-31,22.88793957803279,102192072.13114753,2.36,10.19491525,10.25,5.78,2.79,76.22,1.0,73.77,0.97,165.02,1.29,42.79,19.22,119.14,46.06,76.09,128.27,53.73,38074.0,128267.0,75872.0,30423.0,24171.0,27125.0,18361.0,0.82,2.347317073,4.162629758,8.623655914,293.28,Tech,AAPL,21.953524911522248
553,2016-06-30,22.957451850625,181837518.75,2.25,11.12888889,10.04,5.95,2.49,87.59,1.28,85.31,1.25,174.82,1.34,40.24,17.44,121.37,43.34,68.27,130.46,50.68,55283.0,130457.0,50557.0,19921.0,13987.0,16464.0,10516.0,0.48,2.494023904,4.208403361,10.0562249,305.28,Tech,AAPL,39.68499582171875
554,2016-09-30,24.59736129640625,146083750.0,2.14,10.3271028,9.83,5.87,2.29,93.76,1.31,91.93,1.29,179.06,1.42,37.89,16.01,117.77,40.8,71.49,126.54,47.8,61756.0,126541.0,42358.0,16106.0,10105.0,12631.0,7796.0,0.36,2.248219736,3.764906303,9.650655022,305.6,Tech,AAPL,12.27776882888393
555,2016-12-31,26.480809680952383,143548000.0,2.07,12.69565217,9.74,6.01,2.43,106.87,1.35,104.74,1.33,193.44,1.51,35.59,14.91,119.63,38.24,79.01,128.25,45.69,67155.0,128249.0,46852.0,17813.0,11761.0,14309.0,9014.0,0.43,2.698151951,4.372712146,10.81481481,321.69,Tech,AAPL,12.882915427142859
556,2017-03-31,30.897530832903225,121740103.22580644,2.09,12.94736842,10.02,6.3,2.49,103.33,1.23,100.62,1.2,198.75,1.5,34.94,14.31,124.12,37.46,84.13,132.39,45.22,60452.0,132390.0,78351.0,30176.0,23359.0,26346.0,17891.0,0.84,2.700598802,4.295238095,10.86746988,331.14,Tech,AAPL,20.772507377119815
557,2017-06-30,34.83051075984127,85482666.66666667,2.14,15.75233645,10.25,6.44,2.53,101.99,1.39,99.08,1.35,200.45,1.5,35.09,14.15,125.99,37.52,73.34,134.08,45.73,67101.0,134082.0,52896.0,20591.0,14097.0,16429.0,11029.0,0.53,3.288780488,5.23447205,13.32411067,334.53,Tech,AAPL,21.601978456349208
558,2017-09-30,36.695633176349205,125997600.0,2.2,15.42272727,10.49,6.4,2.47,112.88,1.39,109.73,1.35,212.75,1.61,35.4,14.0,124.32,37.77,81.3,132.43,46.65,76759.0,132425.0,45408.0,17488.0,10768.0,13122.0,8717.0,0.42,3.234509056,5.3015625,13.73684211,345.17,Tech,AAPL,38.8605272271882
559,2017-12-31,39.67204151476191,105199200.0,2.3,15.85217391,10.86,6.54,2.46,128.65,1.28,123.79,1.23,241.27,1.8,36.29,13.95,134.05,38.04,100.81,134.05,48.35,74181.0,134047.0,52579.0,19931.0,13120.0,15604.0,10714.0,0.52,3.357274401,5.574923547,14.82113821,375.32,Tech,AAPL,35.8339719884127
560,2018-03-31,41.02770758491803,103999600.0,2.43,16.53497942,11.46,6.9,2.58,143.81,1.24,139.39,1.2,266.6,1.9,37.37,13.83,132.16,39.13,115.79,140.2,50.53,77153.0,140199.0,88293.0,33912.0,26274.0,29019.0,20065.0,0.97,3.506108202,5.823188406,15.57364341,406.79,Tech,AAPL,24.8426470306089
561,2018-06-30,43.39304554453125,153594000.0,2.59,15.44015444,11.97,6.42,2.67,130.05,1.46,122.39,1.37,240.62,1.9,39.97,14.27,126.88,41.22,89.32,126.88,53.32,87940.0,126878.0,61137.0,23422.0,15894.0,18633.0,13822.0,0.68,3.34085213,6.228971963,14.97752809,367.5,Tech,AAPL,11.917265570111612
562,2018-09-30,50.014125944920636,90950800.0,2.76,16.05072464,12.5,5.93,2.98,115.76,1.31,109.83,1.24,234.25,2.04,43.5,14.98,114.95,44.19,88.55,114.95,56.12,70970.0,114949.0,53265.0,20421.0,12612.0,15277.0,11519.0,0.59,3.544,7.470489039000001,14.86577181,349.2,Tech,AAPL,73.4921667322449
563,2018-12-31,46.708243960158725,92946933.33333333,2.97,18.25252525,13.14,5.63,3.21,131.34,1.13,127.38,1.1,258.58,2.41,48.68,15.99,107.15,49.49,115.93,107.15,59.53,66301.0,107147.0,62900.0,24084.0,16118.0,18872.0,14125.0,0.74,4.125570776,9.628774423,16.88785047,365.73,Tech,AAPL,66.57084151247166
