,Date,close,volume,ttm_net_eps,pe_ratio,ttm_sales_per_share,book_value_per_share,ttm_fcf_per_share,current_assets,current_ratio,current_assets___inventory,quick_ratio,total_liabilities,debt_to_equity_ratio,return_on_equity,return_on_assets,tangible_equity,return_on_tangible_equity,current_liabilities,shareholder's_equity,ttm_net_income,cash_on_hand,total_share_holder_equity,revenue,gross_profit,operating_income,ebitda,net_income,eps_earnings_per_share_diluted,ps_ratio,pb_ratio,pfcf_ratio,total_assets,Industry,Ticker,pe_ratio_industry_avg
271,2013-06-30,43.227778494218754,4223200.0,4.17,10.84172662,20.33,13.28,3.51,12.33,1.62,9.75,1.28,17.35,1.16,30.79,13.93,10.34,45.63,7.59,14.96,4.63,4732.0,14956.0,5602.0,4444.0,1444.0,1825.0,1548.0,1.42,2.223807182,3.40436747,12.88034188,32.3,Healthcare,LLY,14.680947031777777
272,2013-09-30,41.97728705359375,8205770.3125,4.45,8.865168539,20.79,13.52,3.89,12.64,1.5,9.91,1.18,17.99,1.18,32.17,14.62,10.73,46.62,8.41,15.24,4.91,4711.0,15236.0,5930.0,4765.0,1503.0,1867.0,1206.0,1.11,1.897546898,2.917899408,10.14138817,33.23,Healthcare,LLY,15.22364472922222
273,2013-12-31,40.52978515578125,5826640.625,4.38,9.310502283,21.26,15.0,4.28,13.2,1.64,10.23,1.27,17.07,1.01,30.93,14.29,12.44,43.96,8.08,16.9,4.78,5379.0,16896.0,5773.0,4575.0,1545.0,1894.0,1203.0,1.11,1.918156162,2.718666667,9.528037383,33.97,Healthcare,LLY,13.990938475222224
274,2014-03-31,45.61442490918033,3306057.37704918,4.31,9.679814385,21.28,15.8,4.52,13.11,1.47,10.18,1.14,17.61,1.0,28.95,13.91,13.31,40.02,8.92,17.64,4.68,5397.0,17641.0,5809.0,4422.0,879.0,1230.0,728.0,0.68,1.960526316,2.640506329,9.230088496,35.25,Healthcare,LLY,17.09298183122222
275,2014-06-30,49.17889131793651,3141725.396825397,3.57,13.61064426,20.5,16.39,4.38,13.04,1.97,10.07,1.52,16.41,0.89,22.69,11.27,14.15,30.53,6.63,18.35,3.86,5212.0,18349.0,4683.0,3460.0,866.0,1215.0,728.0,0.68,2.370243902,2.964612569,11.09360731,34.76,Healthcare,LLY,18.582123174555555
276,2014-09-30,52.61093330390625,4626151.5625,3.14,16.48089172,19.62,16.11,3.74,13.16,1.77,9.97,1.34,17.02,0.95,19.14,9.76,13.33,25.49,7.42,18.0,3.39,5127.0,17995.0,4936.0,3746.0,887.0,1235.0,734.0,0.68,2.637614679,3.212290503,13.8368984,35.02,Healthcare,LLY,20.00234701666667
277,2014-12-31,56.521102309375,3508185.9375,2.5,21.764,18.83,15.88,3.43,12.11,1.6,9.27,1.22,16.97,0.96,15.01,7.7,12.93,20.03,7.58,17.68,2.69,4810.0,17683.0,4876.0,3609.0,598.0,941.0,501.0,0.47,2.889537971,3.426322418,15.86297376,34.65,Healthcare,LLY,24.95502443333333
278,2015-03-31,60.04973339655738,2736667.2131147543,2.23,26.14798206,18.24,13.86,3.08,11.93,1.23,9.19,0.94,20.92,1.36,13.78,6.8,10.75,18.71,9.74,15.39,2.39,4827.0,15388.0,5121.0,3868.0,309.0,648.0,429.0,0.4,3.196820175,4.207070707,18.93181818,36.31,Healthcare,LLY,26.619890545555556
279,2015-06-30,64.71497544730158,3387703.1746031744,2.05,30.16585366,18.24,13.47,2.76,11.74,1.41,8.76,1.05,20.71,1.39,13.29,6.2,6.05,20.38,8.34,14.95,2.19,4140.0,14947.0,4645.0,3452.0,525.0,883.0,530.0,0.5,3.390350877,4.590942836,22.4057971,35.65,Healthcare,LLY,25.44821354111111
280,2015-09-30,72.15928995609374,4486795.3125,1.93,37.07253886,18.33,13.27,2.7,12.35,1.5,9.06,1.1,21.33,1.45,13.14,5.78,5.84,23.18,8.23,14.71,2.06,4231.0,14705.0,4979.0,3760.0,875.0,1244.0,601.0,0.56,3.903436989,5.391861341,26.5,36.04,Healthcare,LLY,26.86753019555556
281,2015-12-31,71.3837913271875,7231671.875,2.21,32.65158371,18.45,13.75,2.18,12.57,1.51,9.15,1.1,21.06,1.38,15.66,6.54,6.57,32.32,8.3,15.24,2.36,4319.0,15241.0,4960.0,3723.0,961.0,1320.0,800.0,0.75,3.911111111,5.248,33.10091743,36.31,Healthcare,LLY,22.871477384444447
282,2016-03-31,65.51442174442623,1987622.950819672,2.26,32.34513274,18.73,13.2,1.87,12.57,1.53,9.13,1.11,20.98,1.44,16.2,6.71,5.52,40.19,8.23,14.59,2.41,4452.0,14590.0,5376.0,3986.0,328.0,671.0,478.0,0.45,3.902829685,5.537878788,39.09090909,35.57,Healthcare,LLY,24.221788491111113
283,2016-06-30,65.63253945140625,3144167.1875,2.17,28.99078341,18.95,13.62,1.77,11.72,1.6,7.97,1.09,19.66,1.31,15.57,6.5,6.1,38.62,7.34,15.03,2.32,2995.0,15029.0,4865.0,3542.0,716.0,1101.0,440.0,0.41,3.319788918,4.618942731,35.54237288,34.69,Healthcare,LLY,22.489345044444445
284,2016-09-30,70.23144245140625,7063473.4375,2.32,29.85344828,19.37,13.28,2.18,12.98,1.55,9.22,1.1,21.82,1.49,16.57,6.9,5.82,41.09,8.4,14.66,2.47,3935.0,14656.0,5405.0,3940.0,923.0,1297.0,748.0,0.71,3.575632421,5.215361446,31.7706422,36.48,Healthcare,LLY,23.61722938111111
285,2016-12-31,65.75891500873017,3269200.0,2.3,30.8826087,19.61,14.15,2.75,13.39,1.62,9.51,1.15,21.98,1.41,16.32,6.77,6.97,40.06,8.27,15.62,2.44,4227.0,15616.0,5192.0,3791.0,944.0,1336.0,778.0,0.73,3.622131566,5.019787986,25.82909091,37.59,Healthcare,LLY,24.464913686666666
286,2017-03-31,71.20956445532258,2938258.064516129,2.58,25.39534884,19.99,12.79,3.66,15.1,1.38,11.54,1.05,24.73,1.76,18.44,7.42,5.75,44.45,10.99,14.08,2.74,6039.0,14081.0,5761.0,4239.0,679.0,1023.0,772.0,0.73,3.277638819,5.12275215,17.90163934,38.81,Healthcare,LLY,21.500880257777776
287,2017-06-30,73.0074315147619,3190809.523809524,2.07,36.43478261,20.37,12.78,4.17,12.98,1.24,8.94,0.86,23.52,1.67,14.96,5.81,5.2,36.85,10.45,14.1,2.19,3506.0,14104.0,5228.0,3880.0,-17.0,370.0,-111.0,-0.1,3.702503682,5.901408451,18.08633094,37.62,Healthcare,LLY,24.10329047333333
288,2017-09-30,73.85986691428572,2366800.0,2.31,32.15584416,20.78,12.87,4.44,15.75,1.39,11.4,1.01,26.78,1.89,16.88,6.32,5.34,42.09,11.3,14.17,2.45,5434.0,14170.0,5824.0,4253.0,1200.0,1596.0,1008.0,0.95,3.574590953,5.771561772,16.72972973,40.95,Healthcare,LLY,25.692912138888893
289,2017-12-31,77.08836170968254,3506100.0,2.11,36.82464455,21.24,13.59,4.64,17.43,1.38,13.02,1.03,28.05,1.88,15.53,5.55,6.32,39.37,12.67,14.96,2.23,6943.0,14961.0,5658.0,4072.0,542.0,915.0,556.0,0.53,3.65819209,5.717439294,16.74568966,43.01,Healthcare,LLY,25.43279173777778
290,2018-03-31,73.43088193819672,2563800.0,-0.2,-386.0,18.92,10.61,4.31,19.2,1.32,14.74,1.01,33.31,2.86,-1.49,-0.49,3.27,-4.05,14.54,11.67,-0.2,8034.0,11668.0,3263.0,3321.0,279.0,691.0,-1657.0,-1.57,4.080338266,7.276154571,17.911832949999997,44.98,Healthcare,LLY,39.507209774888885
291,2018-06-30,75.46799743234375,3424000.0,1.06,67.20754717,18.7,13.44,4.34,16.26,1.41,11.63,1.01,29.77,2.04,8.12,2.59,6.26,21.22,11.55,14.59,1.12,4790.0,14588.0,4964.0,3799.0,1296.0,1719.0,1217.0,1.16,3.809625668,5.300595238,16.41474654,44.36,Healthcare,LLY,93.44112360188889
292,2018-09-30,92.4487098815873,2964000.0,-0.14,-565.0714286,18.61,10.82,4.17,18.33,1.4,14.18,1.09,30.74,2.65,-1.09,-0.33,3.52,-2.97,13.06,11.62,-0.14,6910.0,11621.0,5585.0,4351.0,-5.0,420.0,-260.0,-0.25,4.250940355,7.311460259,18.97122302,42.36,Healthcare,LLY,20.61799328288889
293,2018-12-31,103.81017593873015,2830898.412698413,0.45,222.3111111,18.42,13.27,4.42,20.69,1.91,16.57,1.53,30.47,2.15,3.46,1.02,6.17,9.37,10.83,14.15,0.45,9036.0,14151.0,5307.0,4154.0,1343.0,1759.0,1150.0,1.12,5.431053203,7.538809344,22.63348416,44.63,Healthcare,LLY,90.27433399600001
294,2019-03-31,113.61180964918033,3984000.0,3.13,34.64217252,20.77,10.32,4.17,20.55,1.73,17.45,1.47,33.0,3.03,25.22,7.38,8.47,52.94,11.89,10.91,3.23,7409.0,10909.0,5638.0,4508.0,900.0,1246.0,1125.0,1.1,5.220510351,10.50678295,26.00239808,43.91,Healthcare,LLY,28.421193143333333
295,2019-06-30,110.60383617777777,5729100.0,6.28,19.4633758,21.22,2.64,4.09,12.6,1.12,9.54,0.85,35.44,13.82,63.77,14.82,-7.93,244.63,11.24,2.57,6.26,2137.0,2565.0,5092.0,3954.0,645.0,1002.0,4242.0,4.31,5.760131951,46.29924242,29.88508557,38.01,Healthcare,LLY,26.830040716666662
296,2019-09-30,105.183790446875,8848506.25,7.97,13.16687578,21.9,2.96,3.8,13.46,1.14,10.27,0.87,35.81,12.53,102.93,18.99,-7.55,-3762.11,11.86,2.86,7.84,2368.0,2857.0,5637.0,4512.0,1498.0,1746.0,1327.0,1.44,4.791780822,35.4527027,27.61578947,38.67,Healthcare,LLY,26.216498794444444
297,2019-12-31,110.1303371203125,1905517.1875,8.22,12.88564477,22.69,3.61,3.36,12.66,1.17,9.56,0.88,34.43,9.94,160.62,20.06,-7.0,-226.99,10.83,3.46,7.95,1653.0,3462.0,5477.0,4302.0,1431.0,1719.0,1254.0,1.37,4.668135743,29.34072022,31.52380952,37.89,Healthcare,LLY,26.898440008888894
298,2020-03-31,131.25313814677418,1907832.2580645161,8.76,14.293379,23.77,2.82,4.06,13.71,1.16,10.52,0.89,36.59,13.56,287.28,21.63,-7.6,-110.63,11.78,2.7,8.32,2439.0,2699.0,6114.0,4831.0,1400.0,1741.0,1496.0,1.77,5.267564156,44.40070922,30.83990148,39.29,Healthcare,LLY,30.36756863
299,2020-06-30,147.35910905396827,5019033.333333333,6.05,21.95867769,25.02,3.34,4.09,13.99,1.11,10.89,0.86,37.91,11.86,181.22,14.1,-8.35,-72.59,12.61,3.2,5.53,1777.0,3197.0,5860.0,4645.0,1591.0,1864.0,1457.0,1.6,5.309752198,39.7754491,32.48166259,41.1,Healthcare,LLY,31.277149351444436
300,2020-09-30,149.2803940796875,2650737.5,6.16,25.64285714,24.96,4.47,5.64,14.58,1.22,11.27,0.94,37.7,8.82,164.9,14.03,-7.16,-74.65,11.99,4.27,5.62,2388.0,4272.0,5499.0,4277.0,1197.0,1521.0,1412.0,1.55,6.328525641,35.33780761,28.0070922,41.97,Healthcare,LLY,-33.747826423333336
301,2020-12-31,144.76215112656251,3278690.625,6.12,23.38398693,25.3,5.22,5.82,16.24,1.36,12.69,1.06,38.95,7.8,147.01,13.4,-6.32,-75.75,11.98,5.0,5.57,3630.0,4996.0,5741.0,4414.0,1278.0,1637.0,1208.0,1.33,5.656521739,27.41570881,24.58934708,43.95,Healthcare,LLY,-28.699564292222224
302,2021-03-31,190.5372852295082,1431501.6393442622,6.8,24.13235294,26.92,6.09,5.6,17.46,1.4,13.48,1.08,40.81,7.01,135.46,14.27,-5.39,-91.01,12.48,5.83,6.19,3681.0,5825.0,7440.0,5720.0,1992.0,2360.0,2117.0,2.31,6.095839525,26.94581281,29.30357143,46.63,Healthcare,LLY,27.22789220444444
303,2021-06-30,196.51475306984128,2509276.1904761903,6.69,27.25560538,27.95,7.4,7.0,16.61,1.42,12.94,1.11,39.74,5.6,109.81,13.58,-4.87,-102.65,11.71,7.1,6.09,3051.0,7099.0,6806.0,4927.0,1155.0,1506.0,1355.0,1.49,6.523792487,24.64054054,26.04857143,46.84,Healthcare,LLY,24.01115095
304,2021-09-30,242.34448361875,1657915.625,6.67,33.73163418,29.31,6.97,6.1,17.3,1.15,13.47,0.89,41.15,6.18,98.76,13.11,-5.21,-111.47,15.09,6.66,6.07,3271.0,6664.0,6740.0,4787.0,1403.0,1773.0,1390.0,1.53,7.67621972,32.27977044,36.88360656,47.81,Healthcare,LLY,23.874567096666667
305,2021-12-31,249.715969078125,3927414.0625,6.56,34.63719512,30.45,8.32,5.97,17.81,1.3,13.9,1.02,40.23,5.06,86.73,12.61,-3.82,-123.89,13.68,7.95,5.97,3825.0,7954.0,6773.0,5342.0,1881.0,2264.0,1110.0,1.22,7.462068966,27.31009615,38.06030151,48.19,Healthcare,LLY,28.806642503333332
306,2022-03-31,254.46972705645163,1198251.6129032257,6.14,44.38599349,31.07,9.6,6.53,18.45,1.23,14.57,0.97,39.65,4.33,72.31,11.65,-2.43,-136.8,15.05,9.16,5.58,3909.0,9155.0,8000.0,5950.0,1917.0,2363.0,1726.0,1.88,8.771483746,28.38854167,41.73506891,48.81,Healthcare,LLY,68.88091396888889
307,2022-06-30,297.50097205737706,2220100.0,6.75,42.03407407,32.23,9.96,7.35,16.97,1.27,13.07,0.98,37.46,3.96,73.77,12.79,-1.91,-183.43,13.39,9.46,6.13,2568.0,9462.0,7810.0,5738.0,2404.0,2840.0,1903.0,2.1,8.803288861,28.48694779,38.60272109,46.92,Healthcare,LLY,-0.5830009466666672
308,2009-03-31,10.06891823,4687600.0,2.54336243,4.740549425,10.68862244,8.248629781,3.740275808,15.85,1.13,14.15,1.01,30.99,2.0,40.2215002,14.56422376,-1.41040288,-344.9778027,14.05,15.53,7.367910105,7896.883786,17959.53765,7948.351499,6505.064119,2826.298825,3355.356562,2010.664255,0.69734674,1.148755935,1.69353561,3.750801627,55.02843817,Healthcare,AZN,7.177199014624999
309,2009-06-30,11.06384150179365,3209082.5396825396,2.54336243,4.740549425,10.68862244,8.248629781,3.740275808,15.85,1.13,14.15,1.01,30.99,2.0,40.2215002,14.56422376,-1.41040288,-344.9778027,14.05,15.53,7.367910105,7896.883786,17959.53765,7948.351499,6505.064119,2826.298825,3355.356562,2010.664255,0.69734674,1.148755935,1.69353561,3.750801627,55.02843817,Healthcare,AZN,7.177199014624999
310,2009-09-30,13.037913247812499,1928221.875,2.533133054,4.779828955,10.83652015,8.330132565,3.725838754,19.13,1.26,17.26,1.14,32.26,1.8,40.2072826,14.59537905,-1.158271013,-376.4375662,15.14,17.94,7.312242735,7275.0,17942.0,7958.0,6494.0,2537.0,3001.0,1707.0,0.59,1.116029339,1.693530949,3.796206536,55.08804484,Healthcare,AZN,7.1190626025000014
311,2009-12-31,13.0557210596875,2981500.0,2.53537685,5.581327188,11.05576218,8.243684561,3.679131692,20.54,1.36,18.64,1.23,32.35,1.65,40.34251297,14.64162929,-1.638023998,-441.930606,15.12,19.55,7.311548709,7834.0,19553.0,8200.0,6937.0,3145.0,3608.0,2115.0,0.73,1.137394819,1.693250107,3.841983202,55.16961742,Healthcare,AZN,7.2007514998749995
312,2010-03-31,13.425174525245902,1785636.0655737706,2.6,5.188461538,11.31,8.347624463,3.75,23.76,1.35,22.01,1.25,34.1,1.64,40.78,14.79,-1.29,-210.97,17.64,20.82,7.53,11402.0,20821.0,8945.0,7280.0,2963.0,3738.0,1562.0,0.54,1.192749779,1.690638522,3.597333333,54.92,Healthcare,AZN,7.071211982124999
313,2010-06-30,13.122134193015873,2449228.5714285714,2.81,4.747330961,11.61,8.239412305,3.6,22.35,1.32,20.57,1.21,33.19,1.59,41.22,15.46,-2.02,-328.91,16.99,20.89,8.16,9396.0,20888.0,8576.0,6922.0,3391.0,3792.0,2777.0,0.96,1.149009475,1.691017992,3.705555556,54.08,Healthcare,AZN,7.333415035500001
314,2010-09-30,15.27131408453125,15711871.875,2.95,4.766101695,11.68,8.338886235,3.36,23.38,1.43,21.69,1.33,32.38,1.45,41.04,15.9,-0.41,-544.56,16.3,22.27,8.57,11052.0,22265.0,8178.0,6726.0,2868.0,3299.0,2116.0,0.73,1.203767123,1.687868661,4.18452381,54.65,Healthcare,AZN,6.972681290875
315,2010-12-31,14.9367733453125,1982921.875,2.75,5.574545455,11.58,8.170461379,3.76,24.57,1.46,22.76,1.35,34.08,1.53,37.13,14.56,-0.51,-756.28,16.85,22.31,8.01,11527.0,22312.0,7898.0,6374.0,2406.0,3008.0,1554.0,0.54,1.323834197,1.680903679,4.07712766,56.39,Healthcare,AZN,8.131461175624999
316,2011-03-31,14.80048316532258,2021435.4838709678,2.79,5.007168459,11.53,8.31,3.5,25.13,1.5,23.45,1.4,32.72,1.4,36.36,14.61,1.38,-2070.21,16.79,23.41,8.08,12559.0,23410.0,8617.0,6858.0,2829.0,4136.0,1632.0,0.57,1.211621856,1.6811071,3.991428571,56.13,Healthcare,AZN,18.160657246125005
317,2011-06-30,15.770260674761904,2391746.0317460317,2.87,5.048780488,11.53,8.31,3.57,23.47,1.47,21.57,1.35,31.99,1.42,36.27,14.81,0.43,3722.9,16.02,22.55,8.21,10788.0,22547.0,8292.0,6953.0,3401.0,3927.0,2907.0,1.04,1.256721596,1.6811071,4.058823529,54.53,Healthcare,AZN,13.818133985125
318,2011-09-30,14.78223663578125,4022140.625,2.9,5.424137931,11.74,8.31,3.07,22.69,1.64,20.67,1.49,29.59,1.24,35.65,14.89,1.87,1038.41,13.84,23.82,8.21,10295.0,23815.0,8430.0,6948.0,2965.0,3476.0,2113.0,0.77,1.339863714,1.6811071,5.123778502,53.41,Healthcare,AZN,11.307551287625
319,2011-12-31,14.756740781904762,3048200.0,3.65,3.893150685,12.04,8.31,2.73,22.47,1.53,20.51,1.4,28.42,1.18,43.14,18.7,2.62,644.03,14.66,24.15,10.13,10813.0,24154.0,8213.0,6620.0,4262.0,4805.0,3477.0,1.27,1.180232558,1.6811071,5.205128205,52.58,Healthcare,AZN,9.203596208375
320,2012-03-31,15.119969106451613,2138200.0,3.66,4.049180328,12.3,9.08,2.69,23.51,1.49,21.65,1.38,29.36,1.25,42.52,18.73,2.62,530.4,15.75,23.47,9.99,11844.0,23466.0,8656.0,7044.0,2167.0,3137.0,1493.0,0.58,1.204878049,1.63215859,5.50929368,52.83,Healthcare,AZN,9.954576750125
321,2012-06-30,14.394500762857142,3713400.0,3.26,4.558282209,12.21,9.08,2.67,21.56,1.37,19.52,1.24,29.05,1.34,37.39,16.62,0.82,439.47,15.8,21.72,8.71,10000.0,21715.0,7349.0,5974.0,2160.0,2659.0,1625.0,0.64,1.217035217,1.63215859,5.565543071,50.76,Healthcare,AZN,10.06215656775
322,2012-09-30,15.828489076825397,7850000.0,3.14,4.761146497,11.79,9.08,2.85,19.78,1.34,17.74,1.2,29.16,1.31,35.79,15.79,-1.26,682.95,14.8,22.23,8.19,9204.0,22234.0,6660.0,5314.0,1868.0,2378.0,1597.0,0.63,1.268023749,1.63215859,5.245614035,51.39,Healthcare,AZN,10.944599655875
323,2012-12-31,15.919436116290322,3653661.290322581,2.46,6.62195122,11.44,9.08,2.67,18.03,1.28,15.94,1.13,30.19,1.36,27.77,12.01,-4.32,-1163.19,14.13,22.26,6.23,6816.0,22255.0,6682.0,5408.0,2156.0,2901.0,1511.0,0.6,1.423951049,1.63215859,6.101123596,52.45,Healthcare,AZN,12.893316887874999
324,2013-03-31,16.468062083499998,1998200.0,2.49,6.46184739,11.03,9.6,2.56,19.05,1.37,16.99,1.22,29.59,1.24,27.69,11.99,-2.4,-348.36,13.9,23.95,6.24,8555.0,23946.0,7282.0,5884.0,1964.0,2728.0,1507.0,0.61,1.458748867,1.676041667,6.28515625,53.53,Healthcare,AZN,12.003429725777778
325,2013-06-30,18.04674559828125,6603600.0,2.26,7.840707965,10.73,9.6,2.8,18.34,1.32,16.31,1.18,29.84,1.33,24.75,10.73,-3.44,-196.95,13.86,22.49,5.63,8029.0,22488.0,6385.0,5119.0,1397.0,2048.0,1011.0,0.41,1.651444548,1.676041667,6.328571429,52.33,Healthcare,AZN,14.680947031777777
326,2013-09-30,17.9651556909375,4396146.875,1.95,8.6,10.59,9.6,2.94,19.39,1.28,17.31,1.14,30.58,1.31,21.07,9.14,-2.94,-148.14,15.2,23.41,4.85,9095.0,23412.0,6232.0,4915.0,1200.0,2139.0,823.0,0.33,1.583569405,1.676041667,5.704081633,53.99,Healthcare,AZN,15.22364472922222
327,2013-12-31,19.59583219890625,2340718.75,1.84,10.18478261,10.41,9.6,2.87,18.79,1.28,16.72,1.14,30.67,1.31,19.67,8.57,-3.75,-146.4,14.68,23.45,4.59,8342.0,23447.0,6250.0,5012.0,1706.0,2094.0,1246.0,0.5,1.800192123,1.676041667,6.529616725,54.12,Healthcare,AZN,13.990938475222224
328,2014-03-31,23.622407600163935,4016281.9672131147,1.02,21.0,10.3,9.25,2.68,20.34,1.27,18.43,1.15,32.65,1.4,11.04,4.73,-2.78,-79.21,16.05,23.25,2.56,10053.0,23253.0,6939.0,5499.0,-591.0,2014.0,-524.0,-0.21,2.07961165,2.315675676,7.992537313,55.9,Healthcare,AZN,17.09298183122222
329,2014-06-30,26.824750840476188,2789098.412698413,0.82,29.37804878,10.3,9.25,2.27,16.54,0.95,14.38,0.82,37.91,1.77,8.95,3.67,-11.66,-38.81,17.51,21.48,2.05,5164.0,21477.0,6460.0,5007.0,836.0,1548.0,504.0,0.2,2.338834951,2.315675676,10.6123348,59.39,Healthcare,AZN,18.582123174555555
330,2014-09-30,27.34934049890625,2285046.875,0.8,34.4875,10.49,8.73,2.44,16.2,0.99,13.96,0.86,36.49,1.66,8.96,3.55,-10.66,-28.04,16.32,22.05,2.02,5778.0,22052.0,6762.0,5455.0,1109.0,1807.0,796.0,0.32,2.630123928,3.160366552,11.30737705,58.54,Healthcare,AZN,20.00234701666667
331,2014-12-31,26.92016807234375,2161387.5,0.41,65.53658537,10.62,8.73,2.72,15.07,0.95,13.12,0.83,35.7,1.74,4.72,1.79,-11.25,-11.34,15.82,20.47,1.03,5957.0,20466.0,6609.0,5194.0,541.0,1392.0,254.0,0.1,2.530131827,3.160366552,9.878676471,56.16,Healthcare,AZN,24.95502443333333
332,2015-03-31,26.47918541622951,1334826.2295081967,0.49,54.02040816,10.51,7.78,2.45,16.7,0.96,14.74,0.85,38.95,1.98,5.9,2.12,-12.89,-10.62,17.33,19.65,1.23,7176.0,19646.0,6716.0,5049.0,-349.0,672.0,-321.0,-0.13,2.518553758,3.4023136250000006,10.80408163,58.6,Healthcare,AZN,26.619890545555556
333,2015-06-30,26.462767284126986,1742580.9523809524,0.51,51.88235294,10.34,6.71,1.92,12.69,0.81,10.72,0.68,36.75,2.17,6.47,2.25,-14.75,-10.33,15.76,16.96,1.28,3722.0,16956.0,6057.0,4788.0,933.0,1782.0,550.0,0.22,2.558994197,3.943368107,13.78125,53.7,Healthcare,AZN,25.44821354111111
334,2015-09-30,25.6110982003125,5301873.4375,0.48,51.33333333,10.16,7.24,1.47,13.81,0.86,11.61,0.72,36.87,2.02,6.26,2.11,-13.65,-8.98,16.15,18.3,1.18,4549.0,18299.0,6307.0,5240.0,923.0,1639.0,697.0,0.28,2.42519685,3.403314917,16.76190476,55.17,Healthcare,AZN,26.86753019555556
335,2015-12-31,25.67991375875,2297435.9375,0.68,36.67647059,9.89,6.87,1.33,13.2,0.82,11.01,0.69,36.75,2.12,9.39,3.06,-14.06,-12.26,16.04,17.37,1.7,4607.0,17368.0,5945.0,4904.0,1170.0,1741.0,770.0,0.3,2.52173913,3.630276565,18.7518797,54.12,Healthcare,AZN,22.871477384444447
336,2016-03-31,23.906626967049178,3226604.918032787,1.12,23.75892857,9.77,7.32,0.81,16.01,1.08,13.86,0.93,41.55,2.25,15.89,5.07,-15.94,-19.35,14.87,18.51,2.83,6855.0,18509.0,6399.0,5130.0,1088.0,1804.0,808.0,0.32,2.723643808,3.635245902,32.85185185,60.06,Healthcare,AZN,24.221788491111113
337,2016-06-30,23.48612901625,2585126.5625,1.16,19.62931034,9.79,6.58,1.29,12.77,0.8,10.43,0.65,47.68,2.87,16.5,5.0,-24.97,-17.03,15.93,16.64,2.92,4107.0,16642.0,6115.0,5111.0,1038.0,1607.0,646.0,0.26,2.325842697,3.460486322,17.65116279,64.32,Healthcare,AZN,22.489345044444445
338,2016-09-30,26.63975322265625,6760720.3125,0.88,27.73863636,9.51,6.08,0.91,13.32,0.93,10.9,0.76,49.03,3.19,13.08,3.66,-25.9,-10.99,14.34,15.39,2.22,4651.0,15390.0,5603.0,4541.0,303.0,890.0,-3.0,0.0,2.566771819,4.014802632,26.82417582,64.42,Healthcare,AZN,23.61722938111111
339,2016-12-31,23.26612872126984,6969900.0,0.98,27.47959184,9.41,5.89,0.58,12.87,0.84,10.45,0.68,48.31,3.24,15.06,3.91,-25.4,-10.69,15.38,14.91,2.47,4025.0,14912.0,5699.0,4799.0,1028.0,1639.0,1014.0,0.4,2.861849097,4.572156197,46.43103448,63.22,Healthcare,AZN,24.464913686666666
340,2017-03-31,24.274458546935485,3700820.9677419355,1.39,16.10791367,9.09,6.59,1.1,13.26,0.87,10.93,0.72,45.86,2.75,22.0,5.5,-22.58,-14.16,15.26,16.67,3.5,5929.0,16669.0,5585.0,4425.0,2533.0,3123.0,1842.0,0.73,2.463146315,3.397572079,20.35454545,62.53,Healthcare,AZN,21.500880257777776
341,2017-06-30,27.64615077079365,2286485.714285714,1.34,19.67164179,8.81,5.84,0.66,11.64,0.75,8.99,0.58,46.18,3.13,21.96,5.4,-24.3,-13.81,15.43,14.78,3.39,3672.0,14779.0,5405.0,4511.0,917.0,1575.0,537.0,0.21,2.992054484,4.51369863,39.93939394,60.96,Healthcare,AZN,24.10329047333333
342,2017-09-30,26.982385030158728,3395400.0,1.53,18.8627451,8.58,6.09,0.72,14.3,0.91,11.4,0.73,49.71,3.23,25.06,6.15,-23.83,-16.11,15.66,15.41,3.87,6263.0,15412.0,5051.0,4101.0,925.0,1541.0,477.0,0.19,3.363636364,4.738916256,40.08333333,65.12,Healthcare,AZN,25.692912138888893
343,2017-12-31,28.98681022968254,2471600.0,1.4,20.8,8.8,6.1,1.28,13.63,0.94,10.47,0.72,49.14,3.18,22.74,5.6,-23.52,-15.04,14.46,15.45,3.54,5211.0,15447.0,6232.0,4983.0,1149.0,1804.0,686.0,0.27,3.309090909,4.773770492,22.75,64.59,Healthcare,AZN,25.43279173777778
344,2018-03-31,30.18321203,4096800.0,1.19,25.05882353,8.87,6.57,0.92,13.15,0.8,10.12,0.62,46.71,2.81,19.27,4.73,-21.37,-12.91,16.38,16.64,3.0,4582.0,16642.0,5777.0,4552.0,686.0,1793.0,1301.0,0.51,3.361894025,4.538812785,32.41304348,63.35,Healthcare,AZN,39.507209774888885
345,2018-06-30,31.80203479515625,4010000.0,1.11,27.82882883,8.78,5.76,0.86,13.18,0.73,9.9,0.55,48.71,3.34,18.07,4.38,-23.11,-12.21,18.16,14.57,2.8,3892.0,14573.0,5178.0,4044.0,696.0,1405.0,340.0,0.14,3.518223235,5.362847222,35.91860465,63.28,Healthcare,AZN,93.44112360188889
346,2018-09-30,33.65859028634921,3455400.0,1.06,29.26415094,8.82,5.64,0.77,12.45,0.72,9.33,0.54,47.07,3.3,17.57,4.24,-22.33,-11.85,17.2,14.27,2.68,3810.0,14272.0,5155.0,4143.0,763.0,1447.0,350.0,0.14,3.517006803,5.5,40.28571429,61.34,Healthcare,AZN,20.61799328288889
